"comparison","node","is_key_action","outgoing_analyzed_dyads","incoming_analyzed_dyads","sender_seed123","receiver_seed123","sender_seed456","receiver_seed456","sender_seed789","receiver_seed789","sender_seed1011","receiver_seed1011"
"lamp_GB","wb_pg_2_2",FALSE,6,10,0.00246829593081197,-0.0322644663327566,0.00167317770805414,-0.0267077099039629,0.00413471375578957,-0.0324162402888839,0.000816457538629161,-0.0324027574821796
"lamp_GB","wb_pg_2_3",FALSE,8,8,-0.000540585550464934,-0.00117051822014707,-0.00338453172715569,-0.00635098808475518,0.000470732610850931,0.000320972850613527,-0.00112874631168185,-4.74862705957597e-05
"lamp_GB","view",FALSE,0,4,NA,-0.00679854740257873,NA,-0.00486062572971982,NA,-0.00703872267890959,NA,-0.00566265207426858
"lamp_GB","em_m_view_111",FALSE,14,10,-0.00539996037226474,-0.00522009581370312,-0.00403707369049799,-0.00409642078577,-0.00211130680661215,-0.00523423473962975,-0.00697603233781242,-0.00610054962727187
"lamp_GB","em_m_view_101",FALSE,12,8,-0.00456062905288972,0.0045599698238683,-0.00408304678542099,0.0067884540561495,-0.00199776121724333,0.00365423132094398,-0.00581796244610933,0.00141775480784133
"lamp_GB","em_m_view_102",FALSE,9,9,-0.00432126272766551,0.0134696292238186,-0.00280432617112,0.0136605403205769,-0.00189887903187642,0.012579238728287,-0.00612356553178203,0.0116157976498611
"lamp_GB","em_m_view_103",FALSE,10,8,0.00160097027756513,0.00395888195442588,0.00198804109339377,0.00511104377290558,0.00206953855983641,0.0034558285423827,-0.00175386613775435,0.00107912923620746
"lamp_GB","em_m_view_104",FALSE,15,13,-0.00239853173013682,0.00800166425147684,-0.00133746929976439,0.00916350313840147,-0.000407693822807773,0.00843660591589232,-0.00365213949185407,0.0057024043861329
"lamp_GB","em_m_view_105",FALSE,16,10,-0.00529786905258469,0.00732952260368391,-0.00405105782438751,0.00923421328585523,-0.00274426692417835,0.00631894603280095,-0.0070092561488134,0.00429716717493377
"lamp_GB","em_m_view_106",FALSE,9,10,-0.00189878300225242,-0.000357847826736728,-0.000392721608286109,0.00109944321455884,0.00203718421089454,-0.00125119568318509,-0.00109855614488881,-0.00209286945288642
"lamp_GB","em_m_view_107",FALSE,11,13,-0.00356741334818282,-0.00386397484251862,-0.00274775223991597,-0.00131202309702887,-0.00079895091038643,-0.00370808891664441,-0.00544949986878446,-0.00645054784073665
"lamp_GB","em_m_view_108",FALSE,12,11,-0.00806565476521718,0.00790219111115638,-0.00274432546172085,0.00687361950780587,-0.00492299436961677,0.00719508931804999,-0.00984247706915795,0.00409480609333037
"lamp_GB","em_m_view_110",FALSE,8,12,-0.0163056091884807,0.00620516338461906,-0.012031655515539,0.00710019191572685,-0.0121733003055231,0.00668198354679818,-0.0160299166746914,0.00685232693484538
"lamp_GB","url_ok",FALSE,9,9,0.0729792615887111,-0.00410312532911768,0.0882351267883576,-0.0085914061820346,0.0739239651032213,-0.00427602301913879,0.0669509788221325,-0.00417933588270459
"lamp_GB","wb_pg_8_2",TRUE,1,3,-0.0152846342685019,0.0092158789952675,-0.0506320437151239,0.0100245620146364,-0.0341488681828505,0.0122069307619307,-0.0341923720252768,0.0151938852340335
"lamp_GB","wb_pg_pop3",FALSE,9,2,-0.026884065064748,-0.0150458082872141,-0.000237939741697209,-0.028783467647436,-0.0267951330206948,-0.0248635101408202,-0.0284970930830367,-0.0250503790244127
"lamp_GB","wb_pg_7",FALSE,5,6,-0.0164314907616797,-0.00858521179155448,-0.0105011985551339,-0.00303174636818085,-0.0167462293093775,-0.00912659707021426,-0.0181624308211764,-0.013959661541118
"lamp_GB","wb_pg_8_1",FALSE,2,4,-0.0268673157109221,-0.00500265270884457,-0.0464815662267593,-0.00266687597574389,-0.0433992520447357,-0.00132524989051489,-0.0241176073660471,-0.00279296508128405
"lamp_GB","wb_pg_10",FALSE,3,5,-0.0151246226298513,-0.00938302283650587,-0.0214673962491088,-0.0107796359225663,-0.0167711243592357,-0.0091831760725675,-0.0209471749008217,-0.0130528875879251
"lamp_GB","wb_pg_9",FALSE,0,1,NA,0.00273203079952116,NA,0.000645207483002049,NA,0.004751017522251,NA,0.00170642651959607
"lamp_GB","file",FALSE,23,18,-0.00204033352594517,-0.00472140905097617,-0.000659643644153696,-0.00449134677607796,0.00044264119512041,-0.00493733432856415,-0.00360244094658143,-0.00616088740193112
"lamp_GB","wb_hist_for",FALSE,12,13,-0.0089091613602952,0.00933808289272431,0.00415843906523399,0.00299718639619381,-0.0109264099934841,0.0102860516278179,-0.0103568093301262,0.00757942565819634
