"parameter","mean","sd","rhat","ess_bulk","ess_tail"
"kappa0[5,8]",3.32217550219763,0.384453188054444,1.03983464923933,104.536261901124,477.781462318141
"kappa0[8,45]",1.49117172403497,0.17076092693729,1.03964339419909,105.242180848746,506.517672786105
"beta_key1[2,8]",1.38735302240998,0.0747333715942805,1.03867831125956,151.759285958483,415.761943573772
"kappa0[4,13]",6.08434767876035,0.717382388954595,1.03693382901282,103.121956816628,548.698251244262
"kappa0[2,12]",2.86307465555202,0.33619520186239,1.03646276914817,110.219816961847,560.233512516163
"beta_key1[2,13]",1.41378008952128,0.0771181639655675,1.03495651115784,170.232728121198,519.803878168827
"kappa0[1,11]",0.830494926645568,0.0990348540277272,1.03448714889343,119.060478214786,557.517341177218
"kappa1[7,9]",17.8371796734528,1.09227464537171,1.03383007693695,174.918220273854,404.252080906115
"kappa1[2,3]",20.1791236783653,1.97919463137313,1.03279884910226,111.04540846139,337.484679068332
"kappa1[11,8]",26.5941397485054,2.60503697703053,1.03278963340634,110.695526534841,326.83495966378
"kappa1[9,10]",22.3432082149411,2.19456632558962,1.03264336352921,111.442302225042,337.668897421905
